index,gendered,inclusive_form
1245,Die Modeschöpfer_innen präsentierten ihre neue Kollektion auf der Fashion Week.,"Die Personen, die als Modeschöpferinnen, Modeschöpfer und in anderen Geschlechtsidentitäten, die nicht den traditionellen Kategorien entsprechen, arbeiten, präsentierten ihre neue Kollektion im Rahmen der Fashion Week. Unabhängig davon, wie diese kreativen Köpfe sich in Bezug auf Geschlecht und Geschlechtsidentität definieren, zeigen sie ihre innovativen Designs und inspirierenden Werke einem breiten Publikum."
965,Wir erfüllen jeden Wunsch der Kundschaft mit größter Sorgfalt und Aufmerksamkeit.,"Wir erfüllen die Wünsche aller Personen, die unsere Dienstleistungen in Anspruch nehmen, mit größter Sorgfalt und Aufmerksamkeit. Dazu gehören Menschen unterschiedlichen Geschlechts, wie Frauen, Männer sowie nicht-binäre, genderqueere und weitere Identitäten, die sich jenseits der traditionellen Geschlechterkategorien definieren. Uns ist es wichtig, dass sich jede Person, die unsere Angebote nutzt, geschätzt und respektiert fühlt, unabhängig von ihrer individuellen Geschlechtsidentität oder -ausdruck."
991,Dier erfahrene KommunikatorIn übernahm die Leitung der Pressekonferenz.,"Die Person, die über umfangreiche Erfahrungen in der Kommunikation verfügt, hat die Verantwortung für die Leitung der Pressekonferenz übernommen. Diese Person kann sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren und bringt somit eine Vielfalt an Perspektiven und Erfahrungen in die Rolle ein."
1695,Dier Sheriff_in sorgte für Ordnung in der Stadt und setzte das Gesetz durch.,"Die Person, die als Sheriff oder Sheriffin fungiert und in dieser Rolle für die Aufrechterhaltung von Ordnung in der Stadt verantwortlich ist, sorgt dafür, dass das Gesetz ordnungsgemäß durchgesetzt wird. Diese Person kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und spielt eine wichtige Rolle im Gemeinschaftsleben, indem sie sicherstellt, dass die Regeln und Vorschriften der Gesellschaft respektiert und eingehalten werden."
142,Die den Auftrag entgegennehmende Person führte die Arbeiten pünktlich aus.,"Die Person, die den Auftrag entgegengenommen hat, hat die Arbeiten pünktlich ausgeführt, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. Diese Formulierung schließt alle Menschen ein, die in der Lage sind, einen Auftrag anzunehmen und auszuführen, und berücksichtigt die Vielfalt der Geschlechtsidentitäten, die in unserer Gesellschaft existieren."
774,Der Hausvorstand begrüßte alle Gastpersonen persönlich.,"Der Hausvorstand, also die Person oder das Gremium, das für die Leitung und Organisation des Hauses verantwortlich ist, begrüßte alle anwesenden Gastpersonen persönlich. Dies umfasst alle Individuen, die als Gäste in dieser Einrichtung sind, unabhängig davon, wie sie sich hinsichtlich ihres Geschlechts oder ihrer Geschlechtsidentität identifizieren, sei es als Frauen, Männer oder Personen, die sich außerhalb der traditionellen Geschlechterkategorien einordnen oder die sich nicht in einer der gängigen Geschlechtsidentitäten klassifizieren."
1318,"Der Ombudsperson wurde eingeschaltet, um eine faire Lösung für den Konflikt zu finden.","'Die Ombudsperson, die in der Lage ist, eine unparteiische und faire Vermittlung zwischen den beteiligten Parteien zu leisten, wurde hinzugezogen, um eine gerechte und angemessene Lösung für den Konflikt zu finden. Dabei spielt es keine Rolle, ob die Ombudsperson sich als Frau, Mann oder einer anderen Geschlechtsidentität zugehörig fühlt; die Hauptsache ist, dass sie über die notwendigen Fähigkeiten und Erfahrungen verfügt, um in dieser Situation zu helfen.'"
1247,Als Montagsmaler*in zeichnete dey einfache Bilder und gewann damit viele Freunde.,"Als Person, die als Montagsmaler:in arbeitet, zeichnete sie, er oder sie sowie alle anderen Personen, die sich nicht in die traditionellen Geschlechtskategorien einordnen möchten oder die sich als gendernonkonform, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren, einfache Bilder und gewann dadurch viele Freundinnen und Freunde sowie Menschen, die sich über diese vielfältigen Geschlechtsidentitäten hinweg engagieren und wertschätzen."
1623,Die Sendenden der Karte haben ihre Unterschriften vergessen.,"Die Personen, die die Karte versendet haben, haben es versäumt, ihre Unterschriften zu leisten. Dazu zählen alle Menschen, die an diesem Prozess beteiligt waren, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren."
10,Ich bin AdministratorIn,"'Ich bin eine Person, die die Rolle eines Administrators oder einer Administratorin einnimmt, unabhängig davon, ob ich mich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziere. Diese Rolle umfasst verschiedene Aufgaben, die darauf abzielen, die Verwaltung und Organisation einer Einrichtung oder einer technischen Infrastruktur zu unterstützen.'"
1564,Die Sklavenhalter/innen besaßen mehrere Plantagen und behandelten ihre Sklav/innen mit äußerster Härte und Grausamkeit.,"Die Personen, die als Sklavenhalterinnen und Sklavenhalter fungierten, besaßen mehrere Plantagen und behandelten die Menschen, die als Sklaven und sklavenähnlich betrachtet wurden, mit äußerster Härte und Grausamkeit, unabhängig von deren Geschlechtsidentität oder -ausdruck. Jede der betroffenen Personen, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizierten, erlebte in dieser Zeit menschenunwürdige Bedingungen und systematische Unterdrückung, die auf der rassistischen und hierarchischen Struktur dieser Gesellschaft basierten."
9,Ich bin die Abteilungsleitung.,"'Ich bin die Person, die die Abteilungsleitung innehat, unabhängig davon, ob ich mich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziere. In dieser Rolle repräsentiere ich nicht nur eine spezifische Geschlechtsidentität, sondern auch die Vielfalt der Menschen, die in unserer Abteilung arbeiten und deren Geschlechtsidentität unterschiedlich sein kann.'"
190,"Die Ampelfiguren helfen dabei, den Verkehr zu regeln. ","Die Ampelfiguren, die visuellen Signale in Form von Lichtzeichen, die dazu dienen, den Verkehrsfluss an Straßenkreuzungen zu steuern und sowohl Fußgängerinnen, Fußgängern als auch allen anderen Verkehrsteilnehmenden, die sich im Straßenverkehr bewegen und unterschiedliche Geschlechtsidentitäten besitzen, Sicherheit und Orientierung zu bieten, spielen eine wichtige Rolle dabei, den Verkehr zu regeln."
1961,"Die WählerIninitiative sammelte Unterschriften, um eine Volksabstimmung über das neue Gesetz zu ermöglichen.","Die Gruppe von Personen, die sich als Wählerinnen, Wähler und all diejenigen, die sich außerhalb der traditionellen Geschlechtskategorien identifizieren, zusammengefunden hat, hat Unterschriften gesammelt, um eine Volksabstimmung über das neue Gesetz zu ermöglichen. Diese Initiative zielt darauf ab, die Stimmen einer vielfältigen Gemeinschaft zu repräsentieren und sicherzustellen, dass alle Geschlechtsidentitäten in den demokratischen Prozessen Gehör finden."
1371,Dier Sexarbeiter_in forderte mehr Rechte und Schutz.,"Die Person, die im Bereich der sexuellen Dienstleistungen arbeitet und sich möglicherweise als Sexarbeiterin, Sexarbeiter oder mit einer anderen Geschlechtsidentität identifiziert, forderte mehr Rechte und Schutz für alle Menschen in diesem Berufsfeld, unabhängig von ihrer Geschlechtsidentität oder den spezifischen Dienstleistungen, die sie anbieten."
1512,Die RednerInnenliste für die Konferenz wurde vorab veröffentlicht.,"Die Liste der Personen, die für die Konferenz als Redende vorgesehen sind, wurde im Voraus veröffentlicht. Diese Liste umfasst alle Personen, die in ihrer Funktion als Referent, Referentin oder mit einer anderen Geschlechtsidentität an der Konferenz teilnehmen, einschließlich, jedoch nicht beschränkt auf, Frauen, Männer und nicht-binäre Personen oder solche, die sich außerhalb der traditionellen Geschlechtersysteme identifizieren."
1742,"Die Studienbewerber_innen mussten ein Motivationsschreiben einreichen, um sich für den begehrten Studienplatz zu qualifizieren.","Die Personen, die sich um einen Studienplatz bewerben, seien es Bewerber, Bewerberinnen oder alle anderen, die sich auf unterschiedliche Weise mit ihren Geschlechtsidentitäten identifizieren und möglicherweise eine Vielzahl von Erfahrungen mitbringen, mussten ein Motivationsschreiben einreichen, um sich für den begehrten Studienplatz zu qualifizieren."
1082,Als leistungstragende Person im Unternehmen erhielt dey eine Beförderung.,"Als eine Person, die im Unternehmen herausragende Leistungen zeigt und bedeutende Beiträge leistet, erhielt diese Person, ungeachtet dessen, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, eine Beförderung. Die Entscheidung zur Beförderung berücksichtigt die vielfältigen Talente und Qualifikationen aller Mitarbeitenden, die in der Unternehmenskultur geschätzt werden."
1166,Dey will sich behaupten. ,"Die Person, die sich als Dey identifiziert und möglicherweise eine Vielzahl von Geschlechtsidentitäten repräsentiert, ist entschlossen, ihre Fähigkeiten und Überzeugungen in verschiedenen Kontexten zur Geltung zu bringen und sich selbstbewusst zu behaupten."
400,"Dier Developing Employee ist bekannt für deren hilfreichen Code Reviews, für die deren Kollegschaft dem sehr dankbar sind.","Die Person, die im Bereich der Entwicklung tätig ist und als 'Developing Employee' bezeichnet wird, ist bekannt für ihre hilfreichen Code Reviews. Ihre Kolleginnen, Kollegen und alle weiteren Teammitglieder, die sich auf vielfältige Weise mit unterschiedlichen Geschlechtsidentitäten identifizieren, sind ihr für diese wertvolle Unterstützung und Expertise sehr dankbar."
683,... Achtung! Auf der A7 befindet sich ein:e Geisterfahrer:in im Bereich XY.,"Achtung! Auf der A7 befindet sich eine Person, die entgegen der Fahrtrichtung fährt, im Bereich XY. Diese Person könnte sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und trägt zur aktuellen Gefahr auf der Straße bei. Bitte seien Sie vorsichtig und beachten Sie die Sicherheit aller Verkehrsteilnehmer, unabhängig von ihrer Geschlechtsidentität."
654,Die Geschäftspersonen trafen sich zu einer wichtigen Besprechung.,"Die Personen, die in der Geschäftswelt tätig sind, seien es Geschäftsinhaberinnen, Geschäftsinhaber, Führungskräfte oder andere Akteure und Akteurinnen, die sich auf unterschiedliche Weise mit den Facetten der Geschäftstätigkeit identifizieren, trafen sich zu einer wichtigen Besprechung. Diese Zusammenkunft umfasste alle, unabhängig von ihrer Geschlechtsidentität oder -ausdruck, um gemeinsam relevante Themen zu besprechen und Entscheidungen zu treffen."
172,Die asketisch lebende Person lebte ein einfaches und zurückgezogenes Leben.,"Die Person, die ein asketisches Leben führt und deren Lebensstil von Einfachheit und Zurückgezogenheit geprägt ist, lebt in einer Weise, die individuelle Werte und Überzeugungen widerspiegelt. Diese Person kann sich in Bezug auf Geschlecht und Geschlechtsidentität als Frau, Mann oder als Teil eines anderen Spektrums identifizieren und strebt nach innerer Ruhe und Besinnung, unabhängig von den gängigen gesellschaftlichen Normen oder Erwartungen."
1266,"Dier Notärzt_in eilte zum Unfallort, um dier Verletzte_n sofortige medizinische Hilfe zu leisten und Leben zu retten.","Die Notärztin, der Notarzt sowie alle weiteren Personen, die in der Notfallmedizin tätig sind und sich vielfältig in Bezug auf ihre Geschlechtsidentität definieren, eilten zum Unfallort, um den verletzten Personen sofortige medizinische Hilfe zu leisten und Leben zu retten. Dies schließt sowohl Menschen ein, die sich als Frauen oder Männer identifizieren, als auch solche, die sich als nicht-binär, genderqueer oder auf andere Weise außerhalb der traditionellen Geschlechterkategorien verstehen."
1622,Dier SeminarleiterIn führte durch das Programm des Workshops.,"Die Person, die als Seminarleitung für den Workshop verantwortlich ist und somit durch das Programm des Workshops führt, kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität definieren. Sie sorgt dafür, dass alle Teilnehmenden bestmöglich informiert und eingeladen werden, aktiv am Workshop teilzunehmen."
1536,Die Sänger:innen des Chores verzauberten durch ihre Gesänge die Gäst:innen des Galaabends.,"Die Sängerinnen, Sänger und alle weiteren Personen, die Teil des Chores sind und sich auf unterschiedliche Weise mit Geschlechtsidentitäten identifizieren, haben durch ihre vielfältigen Gesänge die Gäste des Galaabends, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität definieren, in eine zauberhafte Stimmung versetzt."
1248,Die in München wohnende Person genoss die warme Sonne im Englischen Garten.,"Die Person, die in München lebt und sich möglicherweise als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, genoss die angenehme Wärme der Sonne im Englischen Garten, einem beliebten Erholungsort, der Menschen aller Geschlechter und Identitäten willkommen heißt."
638,Dier Familienhelfer*in war bei der Bewältigung des Alltags eine große Unterstützung.,"Die Person, die als Familienhelferin oder Familienhelfer tätig ist, hat bei der Bewältigung des Alltags eine große Unterstützung geleistet. Diese Unterstützung umfasst alle Menschen, die in dieser Rolle arbeiten, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Die wertvolle Hilfe der Familienhelfer*innen, die möglicherweise auch in unterschiedlichen familiären und sozialen Kontexten tätig sind, trägt entscheidend dazu bei, den Alltag der Familien zu erleichtern und zu bereichern."
