inclusive_form,gendered,predicted
"'Die nächste Person, die in dieser Reihe oder an diesem Ort wartet, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert, wird nun aufgefordert, ihre Anliegen oder Fragen vorzubringen.'","... Die nächste Person, bitte!","'Die nächste Person, die in diese Reihe oder an diesem Ort wartet, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert, wird nun aufgefordert, ihre Anliegen oder Fragen vorzubringen. ''Die nächste Person, die in diese Reihe oder an diesem Ort wartet, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert, wird nun aufgefordert, ihre Anliegen oder Fragen vorzubringen. '' 'Die nächste Person, die in diese Reihe oder an diesem Ort wartet unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert, wird nun aufgefordert, ihre Anliegen oder Fragen vorzubringen. '' 'Die nächste Person, die in diese Reihe oder an diesem Ort identifiziert, wird nun aufgefordert, ihre Anliegen oder Fragen vorzubringen. '' 'Die nächste Person, die in diese Reihe oder einer anderen Ort identifiziert, wird nun aufgefordert, ihre Anliegen oder Fragen vorzubringen. '' 'Die nächste Person, die in diese Reihe oder einer anderen Ort identifiziert, wird nun aufgefordert, ihre Anliegen oder Fragen vorzubringen. '' 'Die nächste Person, die in diese Reihe oder einer anderen Ort identifiziert, wird nun aufgefordert, ihre Anliegen und Wünschen, die in dieser Ort identifiziert, und zwar es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert, es identifiziert,"
"Das Wohl von Patientinnen, Patienten und allen Personen, die sich in einem medizinischen oder therapeutischen Kontext befinden und sich mit verschiedenen Geschlechtsidentitäten identifizieren, hat oberste Priorität in allen Behandlungsprozessen. Es ist von größter Bedeutung, dass die individuellen Bedürfnisse und Wünsche dieser Personen respektiert und in die Entscheidungen und Abläufe der medizinischen Versorgung einbezogen werden, unabhängig davon, ob sie sich als Frau, Mann oder außerhalb dieser traditionellen Kategorien von Geschlechtsidentität identifizieren.",Das Patient/inwohl hat oberste Priorität in allen Behandlungsprozessen.,"Das Wohl von Patienten, Patienten und allen Personen, die sich in einem medizinischen oder therapeutischen Kontext befinden und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, hat oberste Priorität in allen Behandlungsprozessen. Es ist von größte Bedeutung, dass die individuellen Bedürfnisse und Wünsche diese Personen respektiert und in die Entscheidungen und Abläufe der medizinischen Versorgung einbezogen werden, unabhängig davon, ob sie sich als Frau, Mann oder außerhalb dieser traditionellen Kategorien von Geschlechtsidentität identifizieren."
"Als Generalist oder Generalistin verfügte die Person, die in der Rolle des Generalisten oder der Generalistin tätig ist, über umfassendes Wissen in vielen Bereichen, unabhängig von ihrer Geschlechtsidentität, sei es als Mann, Frau oder eine nicht-binäre, genderqueere, oder eine andere Identität, die sich außerhalb des binären Geschlechterspektrums bewegt. Diese Person bringt ein breit gefächertes Fachwissen ein, das sowohl die traditionellen als auch die neueren Perspektiven und Ansätze in verschiedenen Disziplinen umfasst.",Als Generalist/in verfügte dey über umfassendes Wissen in vielen Bereichen.,"Als Person, die in der Rolle des Generalisten oder der Generalistin tätig ist, verfügte die Person, die in der Rolle des Generalisten oder der Generalistin tätig ist, über umfassendes Wissen in vielen Bereichen, unabhängig von ihrer Geschlechtsidentität, sei es als Mann, Frau oder eine nicht-binäre, genderqueere, oder eine andere Identität, die sich außerhalb des binären Geschlechterspektrums bewegt. Diese Person bringt ein breit gefächertes Fachwissen ein, das sowohl die traditionellen als auch die neueren Perspektiven und Ansätze in verschiedenen Disziplinen umfasst. Diese Person bringt ein breit gefächertes Fachwissen ein, das sowohl die traditionellen als auch die neuen Perspektiven und Ansätze in verschiedenen Disziplinen umfasst. Diese Person bringt unterschiedliche Fachwissen und Fachwissen, die unterschiedliche Themen und Perspektiven in verschiedenen Disziplinen und repräsentieren, und bietet unterschiedliche Möglichkeiten für die verschiedenen Disziplinen und Identitäten."
"Die Person, die Fragen zu dem Thema hat und mehr darüber erfahren möchte, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, ist auf der Suche nach Informationen, um ihr Verständnis zu vertiefen.",Die fragende Person wollte mehr über das Thema erfahren.,"Die Person, die Fragen zu dem Thema hat und mehr darüber erfahren möchte, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, ist auf der Suche nach Informationen, um ihr Verständnis zu vertiefen. Dabei ist es wichtig, dass alle Menschen, die in dieser Frage treffen, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, und ist auf der Suche nach Informationen, um ihr Verständnis zu vertiefen."
"Die Person, die das Komitee gegründet hat, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, setzte sich leidenschaftlich für die Umweltschutzbewegung ein. Diese engagierte Person arbeitet aktiv daran, das Bewusstsein für Umweltthemen zu schärfen und Veränderungen herbeizuführen, indem sie unterschiedliche Perspektiven und Ansätze integriert, um eine nachhaltige und gerechte Zukunft für alle zu fördern.",Dier Komiteegründer/in setzte sich leidenschaftlich für die Umweltschutzbewegung ein.,"Die Person, die das Komitee gegründet hat, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, setzt sich leidenschaftlich für die Umweltschutzbewegung ein. Diese engagierte Person arbeitet aktiv daran, das Bewusstsein für Umweltthemen zu schärfen und Veränderungen herbeizuführen, indem sie diverse Perspektiven und Ansätze integriert, um eine nachhaltige und gerechte Zukunft für alle zu fördern."
"„Ich wurde von einer Person, die alleinerziehend ist und sich in ihrer Geschlechtsidentität als Frau, Mann oder mit einer anderen Identität versteht, aufgezogen. Diese Person hat die Verantwortung für meine Erziehung übernommen und hat sich bemüht, mir ein liebevolles und unterstützendes Umfeld zu bieten, unabhängig von den gesellschaftlichen Erwartungen oder traditionellen Rollenbildern.“",Ich wurde von einer alleinerziehende Person aufgezogen,"„Ich wurde von einer Person, die alleinerziehend ist und sich in ihrer Geschlechtsidentität als Frau, Mann oder mit einer anderen Identität versteht, hat die Verantwortung für meine Erziehung übernommen, hat sich bemüht, mir ein liebevolles und unterstützendes Umfeld zu bieten, unabhängig von den gesellschaftlichen Erwartungen oder traditionellen Rollenbildern.“ „Ich wurde von einer Person, die alleinerziehend ist, als Frau, Mann oder mit einer anderen Identität, hat die Verantwortung für meine Erziehung übernommen und hat sich bemüht, mir ein liebevolles und unterstützendes Umfeld zu bieten, unabhängig von den gesellschaftlichen Erwartungen oder traditionellen Rollenbildern.“ „Ich wurde von einer Person, die sich in dieser Situation identifiziert, ob sie sich als Frau, Mann oder mit einer anderen Identität identifiziert, sondern auch nicht-binäre, genderqueere, genderqueere, agendere oder andere Geschlechtsidentität identifiziert. Diese Person hat die Verantwortung für meine Erziehung, unabhängig von den gesellschaftlichen Erwartungen oder traditionellen Rollenbildern.“"
"Die Personen, die individuelle Interessen oder Bedürfnisse haben, haben die Möglichkeit, an einem Austauschprogramm teilzunehmen, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Dieses Angebot richtet sich an alle, die an einem interkulturellen und bildungsorientierten Austausch interessiert sind und die Vielfalt der Geschlechtsidentitäten respektiert und wertschätzt.","Einzelne haben die Möglichkeit, an einem Austauschprogramm teilzunehmen.","Die Personen, die individuelle Interessen oder Bedürfnisse haben, haben die Möglichkeit, an einem Austauschprogramm teilzunehmen, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Dieses Angebot richtet sich an alle, die an einem interkulturellen und Bildungsorientierten Austausch interessiert sind und die Vielfalt der Geschlechtsidentitäten respektiert und wertschätzt."
"Um einer Sache Herrschaft oder Kontrolle zu erlangen, ist es erforderlich, dass jede Person, unabhängig von ihrer Geschlechtsidentität oder ihrem Geschlecht, die sich mit Begriffen wie Herr, Herrin oder anderen Identifikationen nicht eindeutig identifiziert, die notwendigen Fähigkeiten und Kenntnisse erwirbt. Es ist wichtig, dass alle Individuen, die sich in diesem Prozess befinden, wertgeschätzt und anerkannt werden, sei es als Frauen, Männer, nicht-binäre Personen oder andere Geschlechtsidentitäten, um die Herausforderung oder die Materie erfolgreich zu meistern.",Man muss einer Sache HerrIn werden.,"Um eine Sache Herrschaft oder Kontrolle zu erlangen, ist es erforderlich, dass jeder Person, unabhängig von ihrer Geschlechtsidentität oder ihrem Geschlecht, die sich mit Begriffen wie Herr, Herrin oder anderen Identifikationen nicht eindeutig identifiziert, die notwendigen Fähigkeiten und Kenntnisse erwirbt, sei es als Frauen, Männer, nicht-binäre Personen oder andere Geschlechtsidentitäten, um die Herausforderung oder die Materie erfolgreich zu meistern. Es ist wichtig, dass alle Individuen, die sich in diesem Prozess befinden, unabhängig von ihrer Geschlechtsidentität oder Geschlechtsidentität oder ihrem Geschlecht, die sich in dieser bestimmten Form identifiziert, wertgeschätzt und anerkannt werden, sei es als Frauen, Männer, nicht-binäre Personen oder andere Geschlechtsidentitäten, um die Herausforderung oder die Materie erfolgreich zu meistern."
"Um auf die Vielschichtigkeit der Geschlechtsidentität einzugehen und eine respektvolle Ansprache zu gewährleisten, könnte der Satz wie folgt umformuliert werden:

""Alle Personen, die sich auf verschiedene Weisen mit der Thematik des Cyber-Erpressens auseinandersetzen, seien es Männer, Frauen oder Personen, die sich außerhalb dieser traditionellen Geschlechtskategorien identifizieren, sollten gut informiert und vorbereitet sein, um sich gegen Cyber-Erpresserinnen, Cyber-Erpresser und andere Akteure in diesem Bereich zu wappnen.""",... Gewappnet sein gegen Cyper-Erpresser*innen.,"Um auf die Vielschichtigkeit der Geschlechtsidentität, einschließlich, aber nicht nur die traditionellen Kategorien von Geschlechtsidentitäten, bietet eine respektvolle Ansprache zu gewährleisten, könnte folgt umformuliert werden: ""Alle Personen, die sich auf verschiedene Weisen mit der Thematik des Cyber-Erpressens auseinandersetzen, seien es Männer, Frauen oder Personen, die sich außerhalb dieser traditionellen Geschlechtskategorien identifizieren, sollten gut informiert und vorbereitet sein, um sich gegen Cyber-Erpresserinnen, Cyber-Erpresser und andere Akteure in diesem Bereich zu wappnen. """
"Die Person, die sich als Dey identifiziert, hat sich um eine Werkstudierendenstelle im Bereich Softwareentwicklung beworben, um ihre Programmierkenntnisse zu vertiefen. Diese Person kann sich als Mann, Frau, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren und verfolgt das Ziel, ihre Fähigkeiten in der Programmierung zu erweitern und praktische Erfahrungen in einem relevanten Arbeitsumfeld zu sammeln.","Dey bewarb sich auf eine Werkstudierendenstelle im Bereich Softwareentwicklung, um deren Programmierkenntnisse zu vertiefen.","Die Person, die als Dey identifiziert, hat sich um eine Werkstudierendenstelle im Bereich Softwareentwicklung beworben, um ihre Programmierkenntnisse zu vertiefen. Diese Person kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und verfolgt das Ziel, ihre Fähigkeiten in der Programmierung zu erweitern und praktische Erfahrungen in einem relevanten Arbeitsumfeld zu sammeln. Diese Person kann sich als Mann, Frau, nicht-binär oder mit einer anderen Geschlechtsidentität identifizieren und verfolgt das Ziel, ihre Fähigkeiten in der Programmierung zu erweitern und praktische Erfahrungen in einem relevanten Arbeitsumfeld zu sammeln."
"Das Seiteneinstiegsprogramm hat es den Teilnehmerinnen, Teilnehmern und allen weiteren Personen, die sich mit verschiedenen Geschlechtsidentitäten identifizieren, ermöglicht, sich in neuen Fachbereichen und Tätigkeitsfeldern zu qualifizieren. Dies beinhaltet die Eröffnung von Chancen für Menschen unabhängig von ihrer Geschlechtsidentität, sei es weiblich, männlich oder non-binär sowie für jene, die sich außerhalb der traditionellen Kategorien verorten.","Das Seiteneinstiegsprogramm ermöglichte es, sich in neuen Bereichen zu qualifizieren.","Das Seiteneinstiegsprogramm hat den Teilnehmerinnen, Teilnehmern und allen weiteren Personen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, die sich mit unterschiedlichen Geschlechtsidentitäten und identifizieren, ermöglicht, sich in neuen Fachbereichen und Tätigkeitsfeldern zu qualifizieren. Dieses Programm umfasst die Eröffnung von Chancen für Menschen unabhängig von ihrer Geschlechtsidentität, sei es weiblich, männlich oder non-binär sowie für jene, die sich außerhalb der traditionellen Kategorien verorten."
